Query,Match,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Comment
203531,NA,NA,NA,NA,NA,NA,NA,0
203532,NA,NA,NA,NA,NA,NA,NA,0
203533,NA,NA,NA,NA,NA,NA,NA,0
203534,NA,NA,NA,NA,NA,NA,NA,0
203535,NA,NA,NA,NA,NA,NA,NA,0
203536,NA,NA,NA,NA,NA,NA,NA,0
203537,NA,NA,NA,NA,NA,NA,NA,0
203538,NA,NA,NA,NA,NA,NA,NA,0
203539,NA,NA,NA,NA,NA,NA,NA,0
203540,NA,NA,NA,NA,NA,NA,NA,0
203541,NA,NA,NA,NA,NA,NA,NA,0
203542,NA,NA,NA,NA,NA,NA,NA,0
203543,NA,NA,NA,NA,NA,NA,NA,0
203544,NA,NA,NA,NA,NA,NA,NA,0
203545,NA,NA,NA,NA,NA,NA,NA,0
203546,NA,NA,NA,NA,NA,NA,NA,0
203547,NA,NA,NA,NA,NA,NA,NA,0
203548,NA,NA,NA,NA,NA,NA,NA,0
203549,NA,NA,NA,NA,NA,NA,NA,0
203550,NA,NA,NA,NA,NA,NA,NA,0
203551,NA,NA,NA,NA,NA,NA,NA,0
203552,NA,NA,NA,NA,NA,NA,NA,0
203553,NA,NA,NA,NA,NA,NA,NA,0
203554,NA,NA,NA,NA,NA,NA,NA,0
203555,NA,NA,NA,NA,NA,NA,NA,0
203556,NA,NA,NA,NA,NA,NA,NA,0
203557,NA,NA,NA,NA,NA,NA,NA,0
203558,NA,NA,NA,NA,NA,NA,NA,0
203559,NA,NA,NA,NA,NA,NA,NA,0
203560,NA,NA,NA,NA,NA,NA,NA,0
203561,NA,NA,NA,NA,NA,NA,NA,0
203562,NA,NA,NA,NA,NA,NA,NA,0
203563,NA,NA,NA,NA,NA,NA,NA,0
203564,NA,NA,NA,NA,NA,NA,NA,0
203565,NA,NA,NA,NA,NA,NA,NA,0
203566,NA,NA,NA,NA,NA,NA,NA,0
203567,NA,NA,NA,NA,NA,NA,NA,0
203568,NA,NA,NA,NA,NA,NA,NA,0
203569,NA,NA,NA,NA,NA,NA,NA,0
203570,NA,NA,NA,NA,NA,NA,NA,0
203571,NA,NA,NA,NA,NA,NA,NA,0
203572,NA,NA,NA,NA,NA,NA,NA,0
203573,NA,NA,NA,NA,NA,NA,NA,0
203574,NA,NA,NA,NA,NA,NA,NA,0
203575,NA,NA,NA,NA,NA,NA,NA,0
203576,NA,NA,NA,NA,NA,NA,NA,0
203577,NA,NA,NA,NA,NA,NA,NA,0
203578,NA,NA,NA,NA,NA,NA,NA,0
203579,NA,NA,NA,NA,NA,NA,NA,0
203580,NA,NA,NA,NA,NA,NA,NA,0
203581,NA,NA,NA,NA,NA,NA,NA,0
203582,NA,NA,NA,NA,NA,NA,NA,0
203583,NA,NA,NA,NA,NA,NA,NA,0
203584,NA,NA,NA,NA,NA,NA,NA,0
203585,NA,NA,NA,NA,NA,NA,NA,0
203586,NA,NA,NA,NA,NA,NA,NA,0
203587,NA,NA,NA,NA,NA,NA,NA,0
203588,NA,NA,NA,NA,NA,NA,NA,0
203589,NA,NA,NA,NA,NA,NA,NA,0
205332,NA,NA,NA,NA,NA,NA,NA,0
205333,NA,NA,NA,NA,NA,NA,NA,0
205334,NA,NA,NA,NA,NA,NA,NA,0
205335,NA,NA,NA,NA,NA,NA,NA,0
205336,NA,NA,NA,NA,NA,NA,NA,0
205337,NA,NA,NA,NA,NA,NA,NA,0
205338,NA,NA,NA,NA,NA,NA,NA,0
205339,NA,NA,NA,NA,NA,NA,NA,0
205340,NA,NA,NA,NA,NA,NA,NA,0
205341,NA,NA,NA,NA,NA,NA,NA,0
205342,NA,NA,NA,NA,NA,NA,NA,0
205343,NA,NA,NA,NA,NA,NA,NA,0
205344,NA,NA,NA,NA,NA,NA,NA,0
205345,NA,NA,NA,NA,NA,NA,NA,0
205346,NA,NA,NA,NA,NA,NA,NA,0
205347,NA,NA,NA,NA,NA,NA,NA,0
205348,NA,NA,NA,NA,NA,NA,NA,0
205349,NA,NA,NA,NA,NA,NA,NA,0
205350,NA,NA,NA,NA,NA,NA,NA,0
205351,NA,NA,NA,NA,NA,NA,NA,0
205352,NA,NA,NA,NA,NA,NA,NA,0
205353,NA,NA,NA,NA,NA,NA,NA,0
205354,NA,NA,NA,NA,NA,NA,NA,0
205355,NA,NA,NA,NA,NA,NA,NA,0
205356,NA,NA,NA,NA,NA,NA,NA,0
205357,NA,NA,NA,NA,NA,NA,NA,0
205358,NA,NA,NA,NA,NA,NA,NA,0
205359,NA,NA,NA,NA,NA,NA,NA,0
205360,NA,NA,NA,NA,NA,NA,NA,0
205361,NA,NA,NA,NA,NA,NA,NA,0
205362,NA,NA,NA,NA,NA,NA,NA,0
205363,NA,NA,NA,NA,NA,NA,NA,0
205364,NA,NA,NA,NA,NA,NA,NA,0
205365,NA,NA,NA,NA,NA,NA,NA,0
205366,NA,NA,NA,NA,NA,NA,NA,0
205367,NA,NA,NA,NA,NA,NA,NA,0
205368,NA,NA,NA,NA,NA,NA,NA,0
205369,NA,NA,NA,NA,NA,NA,NA,0
205370,NA,NA,NA,NA,NA,NA,NA,0
205371,NA,NA,NA,NA,NA,NA,NA,0
205372,NA,NA,NA,NA,NA,NA,NA,0
205373,NA,NA,NA,NA,NA,NA,NA,0
205374,NA,NA,NA,NA,NA,NA,NA,0
205375,NA,NA,NA,NA,NA,NA,NA,0
205376,NA,NA,NA,NA,NA,NA,NA,0
205377,NA,NA,NA,NA,NA,NA,NA,0
205378,NA,NA,NA,NA,NA,NA,NA,0
205379,NA,NA,NA,NA,NA,NA,NA,0
205380,NA,NA,NA,NA,NA,NA,NA,0
205381,NA,NA,NA,NA,NA,NA,NA,0
205382,NA,NA,NA,NA,NA,NA,NA,0
205383,NA,NA,NA,NA,NA,NA,NA,0
205384,NA,NA,NA,NA,NA,NA,NA,0
205385,NA,NA,NA,NA,NA,NA,NA,0
205386,NA,NA,NA,NA,NA,NA,NA,0
205387,NA,NA,NA,NA,NA,NA,NA,0
205388,NA,NA,NA,NA,NA,NA,NA,0
205389,NA,NA,NA,NA,NA,NA,NA,0
205390,NA,NA,NA,NA,NA,NA,NA,0
205391,NA,NA,NA,NA,NA,NA,NA,0
205392,NA,NA,NA,NA,NA,NA,NA,0
205393,NA,NA,NA,NA,NA,NA,NA,0
205394,NA,NA,NA,NA,NA,NA,NA,0
205395,NA,NA,NA,NA,NA,NA,NA,0
205396,NA,NA,NA,NA,NA,NA,NA,0
205397,NA,NA,NA,NA,NA,NA,NA,0
205398,NA,NA,NA,NA,NA,NA,NA,0
205399,NA,NA,NA,NA,NA,NA,NA,0
205400,NA,NA,NA,NA,NA,NA,NA,0
205401,NA,NA,NA,NA,NA,NA,NA,0
205402,NA,NA,NA,NA,NA,NA,NA,0
205403,NA,NA,NA,NA,NA,NA,NA,0
205404,NA,NA,NA,NA,NA,NA,NA,0
205405,NA,NA,NA,NA,NA,NA,NA,0
205406,NA,NA,NA,NA,NA,NA,NA,0
205407,NA,NA,NA,NA,NA,NA,NA,0
205408,NA,NA,NA,NA,NA,NA,NA,0
205409,NA,NA,NA,NA,NA,NA,NA,0
205410,NA,NA,NA,NA,NA,NA,NA,0
205411,NA,NA,NA,NA,NA,NA,NA,0
205412,NA,NA,NA,NA,NA,NA,NA,0
205413,NA,NA,NA,NA,NA,NA,NA,0
205414,NA,NA,NA,NA,NA,NA,NA,0
205415,NA,NA,NA,NA,NA,NA,NA,0
205416,NA,NA,NA,NA,NA,NA,NA,0
205417,NA,NA,NA,NA,NA,NA,NA,0
205418,NA,NA,NA,NA,NA,NA,NA,0
205419,NA,NA,NA,NA,NA,NA,NA,0
205420,NA,NA,NA,NA,NA,NA,NA,0
205421,NA,NA,NA,NA,NA,NA,NA,0
205422,NA,NA,NA,NA,NA,NA,NA,0
205423,NA,NA,NA,NA,NA,NA,NA,0
205424,NA,NA,NA,NA,NA,NA,NA,0
205425,NA,NA,NA,NA,NA,NA,NA,0
205426,NA,NA,NA,NA,NA,NA,NA,0
205427,NA,NA,NA,NA,NA,NA,NA,0
205428,NA,NA,NA,NA,NA,NA,NA,0
205429,NA,NA,NA,NA,NA,NA,NA,0
205430,NA,NA,NA,NA,NA,NA,NA,0
205431,NA,NA,NA,NA,NA,NA,NA,0
205432,NA,NA,NA,NA,NA,NA,NA,0
205433,NA,NA,NA,NA,NA,NA,NA,0
205434,NA,NA,NA,NA,NA,NA,NA,0
205435,NA,NA,NA,NA,NA,NA,NA,0
205436,NA,NA,NA,NA,NA,NA,NA,0
205437,NA,NA,NA,NA,NA,NA,NA,0
205438,NA,NA,NA,NA,NA,NA,NA,0
205439,NA,NA,NA,NA,NA,NA,NA,0
205440,NA,NA,NA,NA,NA,NA,NA,0
205441,NA,NA,NA,NA,NA,NA,NA,0
205443,NA,NA,NA,NA,NA,NA,NA,0
205444,NA,NA,NA,NA,NA,NA,NA,0
205445,NA,NA,NA,NA,NA,NA,NA,0
205446,NA,NA,NA,NA,NA,NA,NA,0
205447,NA,NA,NA,NA,NA,NA,NA,0
205448,NA,NA,NA,NA,NA,NA,NA,0
205449,NA,NA,NA,NA,NA,NA,NA,0
205450,NA,NA,NA,NA,NA,NA,NA,0
205451,NA,NA,NA,NA,NA,NA,NA,0
205452,NA,NA,NA,NA,NA,NA,NA,0
205453,NA,NA,NA,NA,NA,NA,NA,0
205454,NA,NA,NA,NA,NA,NA,NA,0
205455,NA,NA,NA,NA,NA,NA,NA,0
205456,NA,NA,NA,NA,NA,NA,NA,0
205457,NA,NA,NA,NA,NA,NA,NA,0
205458,NA,NA,NA,NA,NA,NA,NA,0
205459,NA,NA,NA,NA,NA,NA,NA,0
205460,NA,NA,NA,NA,NA,NA,NA,0
205461,NA,NA,NA,NA,NA,NA,NA,0
205462,NA,NA,NA,NA,NA,NA,NA,0
205463,NA,NA,NA,NA,NA,NA,NA,0
205464,NA,NA,NA,NA,NA,NA,NA,0
205465,NA,NA,NA,NA,NA,NA,NA,0
205466,NA,NA,NA,NA,NA,NA,NA,0
211442,NA,NA,NA,NA,NA,NA,NA,0
211446,NA,NA,NA,NA,NA,NA,NA,0
211452,NA,NA,NA,NA,NA,NA,NA,0
211457,NA,NA,NA,NA,NA,NA,NA,0
211463,NA,NA,NA,NA,NA,NA,NA,0
211467,NA,NA,NA,NA,NA,NA,NA,0
211473,NA,NA,NA,NA,NA,NA,NA,0
211478,NA,NA,NA,NA,NA,NA,NA,0
211481,NA,NA,NA,NA,NA,NA,NA,0
211487,NA,NA,NA,NA,NA,NA,NA,0
211493,NA,NA,NA,NA,NA,NA,NA,0
211498,NA,NA,NA,NA,NA,NA,NA,0
211505,NA,NA,NA,NA,NA,NA,NA,0
211511,NA,NA,NA,NA,NA,NA,NA,0
211517,NA,NA,NA,NA,NA,NA,NA,0
211524,NA,NA,NA,NA,NA,NA,NA,0
211531,NA,NA,NA,NA,NA,NA,NA,0
211536,NA,NA,NA,NA,NA,NA,NA,0
211542,NA,NA,NA,NA,NA,NA,NA,0
211549,NA,NA,NA,NA,NA,NA,NA,0
211556,NA,NA,NA,NA,NA,NA,NA,0
211562,NA,NA,NA,NA,NA,NA,NA,0
211567,NA,NA,NA,NA,NA,NA,NA,0
211573,NA,NA,NA,NA,NA,NA,NA,0
211578,NA,NA,NA,NA,NA,NA,NA,0
211584,NA,NA,NA,NA,NA,NA,NA,0
211590,NA,NA,NA,NA,NA,NA,NA,0
211596,NA,NA,NA,NA,NA,NA,NA,0
211600,NA,NA,NA,NA,NA,NA,NA,0
211606,NA,NA,NA,NA,NA,NA,NA,0
211613,NA,NA,NA,NA,NA,NA,NA,0
211618,NA,NA,NA,NA,NA,NA,NA,0
211623,NA,NA,NA,NA,NA,NA,NA,0
211629,NA,NA,NA,NA,NA,NA,NA,0
211634,NA,NA,NA,NA,NA,NA,NA,0
211640,NA,NA,NA,NA,NA,NA,NA,0
211647,NA,NA,NA,NA,NA,NA,NA,0
211650,NA,NA,NA,NA,NA,NA,NA,0
211657,NA,NA,NA,NA,NA,NA,NA,0
211662,NA,NA,NA,NA,NA,NA,NA,0
211668,NA,NA,NA,NA,NA,NA,NA,0
211674,NA,NA,NA,NA,NA,NA,NA,0
211680,NA,NA,NA,NA,NA,NA,NA,0
211685,NA,NA,NA,NA,NA,NA,NA,0
211690,NA,NA,NA,NA,NA,NA,NA,0
211695,NA,NA,NA,NA,NA,NA,NA,0
211701,NA,NA,NA,NA,NA,NA,NA,0
211708,NA,NA,NA,NA,NA,NA,NA,0
211714,NA,NA,NA,NA,NA,NA,NA,0
211720,NA,NA,NA,NA,NA,NA,NA,0
211436,NA,NA,NA,NA,NA,NA,NA,0
211727,NA,NA,NA,NA,NA,NA,NA,0
211733,NA,NA,NA,NA,NA,NA,NA,0
211739,NA,NA,NA,NA,NA,NA,NA,0
211746,NA,NA,NA,NA,NA,NA,NA,0
211751,NA,NA,NA,NA,NA,NA,NA,0
211757,NA,NA,NA,NA,NA,NA,NA,0
211761,NA,NA,NA,NA,NA,NA,NA,0
211767,NA,NA,NA,NA,NA,NA,NA,0
211773,NA,NA,NA,NA,NA,NA,NA,0
211779,NA,NA,NA,NA,NA,NA,NA,0
211784,NA,NA,NA,NA,NA,NA,NA,0
211791,NA,NA,NA,NA,NA,NA,NA,0
211799,NA,NA,NA,NA,NA,NA,NA,0
211805,NA,NA,NA,NA,NA,NA,NA,0
211811,NA,NA,NA,NA,NA,NA,NA,0
211817,NA,NA,NA,NA,NA,NA,NA,0
211822,NA,NA,NA,NA,NA,NA,NA,0
211830,NA,NA,NA,NA,NA,NA,NA,0
211838,NA,NA,NA,NA,NA,NA,NA,0
211845,NA,NA,NA,NA,NA,NA,NA,0
211850,NA,NA,NA,NA,NA,NA,NA,0
211858,NA,NA,NA,NA,NA,NA,NA,0
211864,NA,NA,NA,NA,NA,NA,NA,0
211868,NA,NA,NA,NA,NA,NA,NA,0
211875,NA,NA,NA,NA,NA,NA,NA,0
211881,NA,NA,NA,NA,NA,NA,NA,0
211888,NA,NA,NA,NA,NA,NA,NA,0
211895,NA,NA,NA,NA,NA,NA,NA,0
211898,NA,NA,NA,NA,NA,NA,NA,0
211903,NA,NA,NA,NA,NA,NA,NA,0
211910,NA,NA,NA,NA,NA,NA,NA,0
211917,NA,NA,NA,NA,NA,NA,NA,0
211922,NA,NA,NA,NA,NA,NA,NA,0
211928,NA,NA,NA,NA,NA,NA,NA,0
211934,NA,NA,NA,NA,NA,NA,NA,0
211940,NA,NA,NA,NA,NA,NA,NA,0
211947,NA,NA,NA,NA,NA,NA,NA,0
211953,NA,NA,NA,NA,NA,NA,NA,0
211958,NA,NA,NA,NA,NA,NA,NA,0
211965,NA,NA,NA,NA,NA,NA,NA,0
211973,NA,NA,NA,NA,NA,NA,NA,0
211977,NA,NA,NA,NA,NA,NA,NA,0
211986,NA,NA,NA,NA,NA,NA,NA,0
211992,NA,NA,NA,NA,NA,NA,NA,0
211996,NA,NA,NA,NA,NA,NA,NA,0
212003,NA,NA,NA,NA,NA,NA,NA,0
212008,NA,NA,NA,NA,NA,NA,NA,0
212016,NA,NA,NA,NA,NA,NA,NA,0
212021,NA,NA,NA,NA,NA,NA,NA,0
212027,NA,NA,NA,NA,NA,NA,NA,0
212032,NA,NA,NA,NA,NA,NA,NA,0
212038,NA,NA,NA,NA,NA,NA,NA,0
212045,NA,NA,NA,NA,NA,NA,NA,0
212051,NA,NA,NA,NA,NA,NA,NA,0
212058,NA,NA,NA,NA,NA,NA,NA,0
212064,NA,NA,NA,NA,NA,NA,NA,0
212068,NA,NA,NA,NA,NA,NA,NA,0
212074,NA,NA,NA,NA,NA,NA,NA,0
212080,NA,NA,NA,NA,NA,NA,NA,0
212086,NA,NA,NA,NA,NA,NA,NA,0
212092,NA,NA,NA,NA,NA,NA,NA,0
212098,NA,NA,NA,NA,NA,NA,NA,0
212104,NA,NA,NA,NA,NA,NA,NA,0
212110,NA,NA,NA,NA,NA,NA,NA,0
212116,NA,NA,NA,NA,NA,NA,NA,0
212122,NA,NA,NA,NA,NA,NA,NA,0
212128,NA,NA,NA,NA,NA,NA,NA,0
212134,NA,NA,NA,NA,NA,NA,NA,0
212136,NA,NA,NA,NA,NA,NA,NA,0
212141,NA,NA,NA,NA,NA,NA,NA,0
212148,NA,NA,NA,NA,NA,NA,NA,0
212154,NA,NA,NA,NA,NA,NA,NA,0
212161,NA,NA,NA,NA,NA,NA,NA,0
212165,NA,NA,NA,NA,NA,NA,NA,0
205468,NA,NA,NA,NA,NA,NA,NA,0
205469,NA,NA,NA,NA,NA,NA,NA,0
205470,NA,NA,NA,NA,NA,NA,NA,0
205471,NA,NA,NA,NA,NA,NA,NA,0
205472,NA,NA,NA,NA,NA,NA,NA,0
205473,NA,NA,NA,NA,NA,NA,NA,0
205474,NA,NA,NA,NA,NA,NA,NA,0
205475,NA,NA,NA,NA,NA,NA,NA,0
205476,NA,NA,NA,NA,NA,NA,NA,0
205477,NA,NA,NA,NA,NA,NA,NA,0
205478,NA,NA,NA,NA,NA,NA,NA,0
205479,NA,NA,NA,NA,NA,NA,NA,0
205480,NA,NA,NA,NA,NA,NA,NA,0
205481,NA,NA,NA,NA,NA,NA,NA,0
205482,NA,NA,NA,NA,NA,NA,NA,0
205483,NA,NA,NA,NA,NA,NA,NA,0
205484,NA,NA,NA,NA,NA,NA,NA,0
205485,NA,NA,NA,NA,NA,NA,NA,0
205486,NA,NA,NA,NA,NA,NA,NA,0
205487,NA,NA,NA,NA,NA,NA,NA,0
205488,NA,NA,NA,NA,NA,NA,NA,0
205489,NA,NA,NA,NA,NA,NA,NA,0
205490,NA,NA,NA,NA,NA,NA,NA,0
205491,NA,NA,NA,NA,NA,NA,NA,0
205492,NA,NA,NA,NA,NA,NA,NA,0
205493,NA,NA,NA,NA,NA,NA,NA,0
205494,NA,NA,NA,NA,NA,NA,NA,0
205495,NA,NA,NA,NA,NA,NA,NA,0
205496,NA,NA,NA,NA,NA,NA,NA,0
205497,NA,NA,NA,NA,NA,NA,NA,0
205498,NA,NA,NA,NA,NA,NA,NA,0
205499,NA,NA,NA,NA,NA,NA,NA,0
205500,NA,NA,NA,NA,NA,NA,NA,0
205501,NA,NA,NA,NA,NA,NA,NA,0
205502,NA,NA,NA,NA,NA,NA,NA,0
205503,NA,NA,NA,NA,NA,NA,NA,0
205504,NA,NA,NA,NA,NA,NA,NA,0
205505,NA,NA,NA,NA,NA,NA,NA,0
205506,NA,NA,NA,NA,NA,NA,NA,0
205507,NA,NA,NA,NA,NA,NA,NA,0
205508,NA,NA,NA,NA,NA,NA,NA,0
205509,NA,NA,NA,NA,NA,NA,NA,0
205510,NA,NA,NA,NA,NA,NA,NA,0
205511,NA,NA,NA,NA,NA,NA,NA,0
205512,NA,NA,NA,NA,NA,NA,NA,0
205513,NA,NA,NA,NA,NA,NA,NA,0
205514,NA,NA,NA,NA,NA,NA,NA,0
205515,NA,NA,NA,NA,NA,NA,NA,0
205516,NA,NA,NA,NA,NA,NA,NA,0
205517,NA,NA,NA,NA,NA,NA,NA,0
205467,NA,NA,NA,NA,NA,NA,NA,0
205518,NA,NA,NA,NA,NA,NA,NA,0
205519,NA,NA,NA,NA,NA,NA,NA,0
205520,NA,NA,NA,NA,NA,NA,NA,0
205521,NA,NA,NA,NA,NA,NA,NA,0
205522,NA,NA,NA,NA,NA,NA,NA,0
205523,NA,NA,NA,NA,NA,NA,NA,0
205524,NA,NA,NA,NA,NA,NA,NA,0
205525,NA,NA,NA,NA,NA,NA,NA,0
205526,NA,NA,NA,NA,NA,NA,NA,0
205527,NA,NA,NA,NA,NA,NA,NA,0
205528,NA,NA,NA,NA,NA,NA,NA,0
205529,NA,NA,NA,NA,NA,NA,NA,0
205530,NA,NA,NA,NA,NA,NA,NA,0
205531,NA,NA,NA,NA,NA,NA,NA,0
205532,NA,NA,NA,NA,NA,NA,NA,0
205533,NA,NA,NA,NA,NA,NA,NA,0
205534,NA,NA,NA,NA,NA,NA,NA,0
205535,NA,NA,NA,NA,NA,NA,NA,0
205536,NA,NA,NA,NA,NA,NA,NA,0
205537,NA,NA,NA,NA,NA,NA,NA,0
205538,NA,NA,NA,NA,NA,NA,NA,0
205539,NA,NA,NA,NA,NA,NA,NA,0
205540,NA,NA,NA,NA,NA,NA,NA,0
205541,NA,NA,NA,NA,NA,NA,NA,0
205542,NA,NA,NA,NA,NA,NA,NA,0
205543,NA,NA,NA,NA,NA,NA,NA,0
205544,NA,NA,NA,NA,NA,NA,NA,0
205545,NA,NA,NA,NA,NA,NA,NA,0
205546,NA,NA,NA,NA,NA,NA,NA,0
205547,NA,NA,NA,NA,NA,NA,NA,0
205548,NA,NA,NA,NA,NA,NA,NA,0
205549,NA,NA,NA,NA,NA,NA,NA,0
205550,NA,NA,NA,NA,NA,NA,NA,0
205551,NA,NA,NA,NA,NA,NA,NA,0
205552,NA,NA,NA,NA,NA,NA,NA,0
205553,NA,NA,NA,NA,NA,NA,NA,0
205554,NA,NA,NA,NA,NA,NA,NA,0
205555,NA,NA,NA,NA,NA,NA,NA,0
205556,NA,NA,NA,NA,NA,NA,NA,0
205557,NA,NA,NA,NA,NA,NA,NA,0
205558,NA,NA,NA,NA,NA,NA,NA,0
205559,NA,NA,NA,NA,NA,NA,NA,0
205560,NA,NA,NA,NA,NA,NA,NA,0
205561,NA,NA,NA,NA,NA,NA,NA,0
205562,NA,NA,NA,NA,NA,NA,NA,0
205563,NA,NA,NA,NA,NA,NA,NA,0
205565,NA,NA,NA,NA,NA,NA,NA,0
205566,NA,NA,NA,NA,NA,NA,NA,0
205567,NA,NA,NA,NA,NA,NA,NA,0
205568,NA,NA,NA,NA,NA,NA,NA,0
205569,NA,NA,NA,NA,NA,NA,NA,0
205570,NA,NA,NA,NA,NA,NA,NA,0
205571,NA,NA,NA,NA,NA,NA,NA,0
205572,NA,NA,NA,NA,NA,NA,NA,0
205573,NA,NA,NA,NA,NA,NA,NA,0
205574,NA,NA,NA,NA,NA,NA,NA,0
205575,NA,NA,NA,NA,NA,NA,NA,0
205633,NA,NA,NA,NA,NA,NA,NA,0
205636,NA,NA,NA,NA,NA,NA,NA,0
205638,NA,NA,NA,NA,NA,NA,NA,0
205641,NA,NA,NA,NA,NA,NA,NA,0
205642,NA,NA,NA,NA,NA,NA,NA,0
205645,NA,NA,NA,NA,NA,NA,NA,0
205650,NA,NA,NA,NA,NA,NA,NA,0
205655,NA,NA,NA,NA,NA,NA,NA,0
205660,NA,NA,NA,NA,NA,NA,NA,0
205665,NA,NA,NA,NA,NA,NA,NA,0
205669,NA,NA,NA,NA,NA,NA,NA,0
205677,NA,NA,NA,NA,NA,NA,NA,0
205685,NA,NA,NA,NA,NA,NA,NA,0
205691,NA,NA,NA,NA,NA,NA,NA,0
205697,NA,NA,NA,NA,NA,NA,NA,0
205701,NA,NA,NA,NA,NA,NA,NA,0
205707,NA,NA,NA,NA,NA,NA,NA,0
205713,NA,NA,NA,NA,NA,NA,NA,0
205719,NA,NA,NA,NA,NA,NA,NA,0
205725,NA,NA,NA,NA,NA,NA,NA,0
205731,NA,NA,NA,NA,NA,NA,NA,0
205736,NA,NA,NA,NA,NA,NA,NA,0
205742,NA,NA,NA,NA,NA,NA,NA,0
205749,NA,NA,NA,NA,NA,NA,NA,0
205756,NA,NA,NA,NA,NA,NA,NA,0
205764,NA,NA,NA,NA,NA,NA,NA,0
205770,NA,NA,NA,NA,NA,NA,NA,0
205777,NA,NA,NA,NA,NA,NA,NA,0
205783,NA,NA,NA,NA,NA,NA,NA,0
212178,NA,NA,NA,NA,NA,NA,NA,0
212184,NA,NA,NA,NA,NA,NA,NA,0
212187,NA,NA,NA,NA,NA,NA,NA,0
212192,NA,NA,NA,NA,NA,NA,NA,0
212203,NA,NA,NA,NA,NA,NA,NA,0
212205,NA,NA,NA,NA,NA,NA,NA,0
212215,NA,NA,NA,NA,NA,NA,NA,0
212220,NA,NA,NA,NA,NA,NA,NA,0
212223,NA,NA,NA,NA,NA,NA,NA,0
212230,NA,NA,NA,NA,NA,NA,NA,0
212236,NA,NA,NA,NA,NA,NA,NA,0
212244,NA,NA,NA,NA,NA,NA,NA,0
212251,NA,NA,NA,NA,NA,NA,NA,0
212257,NA,NA,NA,NA,NA,NA,NA,0
212262,NA,NA,NA,NA,NA,NA,NA,0
212268,NA,NA,NA,NA,NA,NA,NA,0
212272,NA,NA,NA,NA,NA,NA,NA,0
212280,NA,NA,NA,NA,NA,NA,NA,0
212286,NA,NA,NA,NA,NA,NA,NA,0
212291,NA,NA,NA,NA,NA,NA,NA,0
212297,NA,NA,NA,NA,NA,NA,NA,0
212303,NA,NA,NA,NA,NA,NA,NA,0
212309,NA,NA,NA,NA,NA,NA,NA,0
212316,NA,NA,NA,NA,NA,NA,NA,0
212322,NA,NA,NA,NA,NA,NA,NA,0
212328,NA,NA,NA,NA,NA,NA,NA,0
212334,NA,NA,NA,NA,NA,NA,NA,0
212341,NA,NA,NA,NA,NA,NA,NA,0
212345,NA,NA,NA,NA,NA,NA,NA,0
212351,NA,NA,NA,NA,NA,NA,NA,0
212357,NA,NA,NA,NA,NA,NA,NA,0
212363,NA,NA,NA,NA,NA,NA,NA,0
212369,NA,NA,NA,NA,NA,NA,NA,0
212375,NA,NA,NA,NA,NA,NA,NA,0
212380,NA,NA,NA,NA,NA,NA,NA,0
212385,NA,NA,NA,NA,NA,NA,NA,0
212391,NA,NA,NA,NA,NA,NA,NA,0
212397,NA,NA,NA,NA,NA,NA,NA,0
212402,NA,NA,NA,NA,NA,NA,NA,0
212408,NA,NA,NA,NA,NA,NA,NA,0
212414,NA,NA,NA,NA,NA,NA,NA,0
212420,NA,NA,NA,NA,NA,NA,NA,0
212426,NA,NA,NA,NA,NA,NA,NA,0
212432,NA,NA,NA,NA,NA,NA,NA,0
212439,NA,NA,NA,NA,NA,NA,NA,0
212444,NA,NA,NA,NA,NA,NA,NA,0
212451,NA,NA,NA,NA,NA,NA,NA,0
212456,NA,NA,NA,NA,NA,NA,NA,0
212461,NA,NA,NA,NA,NA,NA,NA,0
212465,NA,NA,NA,NA,NA,NA,NA,0
212471,NA,NA,NA,NA,NA,NA,NA,0
212477,NA,NA,NA,NA,NA,NA,NA,0
212484,NA,NA,NA,NA,NA,NA,NA,0
212491,NA,NA,NA,NA,NA,NA,NA,0
212498,NA,NA,NA,NA,NA,NA,NA,0
212503,NA,NA,NA,NA,NA,NA,NA,0
212510,NA,NA,NA,NA,NA,NA,NA,0
212516,NA,NA,NA,NA,NA,NA,NA,0
212523,NA,NA,NA,NA,NA,NA,NA,0
212529,NA,NA,NA,NA,NA,NA,NA,0
212536,NA,NA,NA,NA,NA,NA,NA,0
212541,NA,NA,NA,NA,NA,NA,NA,0
212546,NA,NA,NA,NA,NA,NA,NA,0
212552,NA,NA,NA,NA,NA,NA,NA,0
212558,NA,NA,NA,NA,NA,NA,NA,0
212563,NA,NA,NA,NA,NA,NA,NA,0
212569,NA,NA,NA,NA,NA,NA,NA,0
212575,NA,NA,NA,NA,NA,NA,NA,0
212172,NA,NA,NA,NA,NA,NA,NA,0
212581,NA,NA,NA,NA,NA,NA,NA,0
212587,NA,NA,NA,NA,NA,NA,NA,0
212591,NA,NA,NA,NA,NA,NA,NA,0
212598,NA,NA,NA,NA,NA,NA,NA,0
212603,NA,NA,NA,NA,NA,NA,NA,0
212609,NA,NA,NA,NA,NA,NA,NA,0
212614,NA,NA,NA,NA,NA,NA,NA,0
212621,NA,NA,NA,NA,NA,NA,NA,0
212629,NA,NA,NA,NA,NA,NA,NA,0
203590,NA,NA,NA,NA,NA,NA,NA,0
203591,NA,NA,NA,NA,NA,NA,NA,0
203592,NA,NA,NA,NA,NA,NA,NA,0
